"EXP","EXPID","ID","ELIC","P1","P2","RTIME","OUT","CF_OUT","CHOICE","CORRECT_CHOICE","TEST","TRIAL","COND","CONT1","CONT2","SYML","SYMR","LR","REW","SESSION","OP1","OP2","EV1","EV2","CATCH","INV","CTIME","DIST","PLOT","DBTIME"
"TestNofixed","8972180322","Bob1","-1","0.4","0.8","413","-1","1","2","1","1","107","-1","4","8","9","8","0","4","0","1","1","-0.2","0.6","0","1","346537","-1","-1","15:41:23"
"TestNofixed","4314484536","Bob13","-1","0.4","0.8","479","-1","1","1","0","1","107","-1","4","8","17","8","0","32","0","1","1","-0.2","0.6","0","0","346322","-1","-1","15:41:23"
"TestNofixed","6262625881","Bob16","-1","0.4","0.8","380","-1","-1","2","1","1","107","-1","4","8","8","11","0","28","0","1","1","-0.2","0.6","0","1","347823","-1","-1","15:41:24"
"TestNofixed","2366748491","Bob19","-1","0.4","0.8","401","1","1","2","1","1","107","-1","4","8","14","11","0","16","0","1","1","-0.2","0.6","0","1","346121","-1","-1","15:41:24"
"TestNofixed","6830269375","Bob2","-1","0.4","0.8","348","-1","-1","2","1","1","107","-1","4","8","13","5","1","30","0","1","1","-0.2","0.6","0","0","345886","-1","-1","15:41:24"
"TestNofixed","8251133315","Bob4","-1","0.4","0.8","359","1","-1","2","1","1","107","-1","4","8","5","14","0","28","0","1","1","-0.2","0.6","0","1","346327","-1","-1","15:41:24"
"TestNofixed","1379523385","Bob15","-1","0.4","0.8","331","1","-1","2","1","1","107","-1","4","8","8","2","0","14","0","1","1","-0.2","0.6","0","1","345923","-1","-1","15:41:24"
"TestNofixed","9967949007","Bob17","-1","0.4","0.8","350","1","1","2","1","1","107","-1","4","8","3","16","0","0","0","1","1","-0.2","0.6","0","1","348289","-1","-1","15:41:24"
"TestNofixed","6362732726","Bob12","-1","0.4","0.8","416","-1","1","2","1","1","107","-1","4","8","17","12","0","18","0","1","1","-0.2","0.6","0","1","347832","-1","-1","15:41:25"
"TestNofixed","3756240975","Bob10","-1","0.4","0.8","440","1","1","2","1","1","107","-1","4","8","8","7","0","22","0","1","1","-0.2","0.6","0","1","347355","-1","-1","15:41:25"
"TestNofixed","9759079824","Bob8","-1","0.4","0.2","510","-1","1","1","1","1","108","-1","4","2","16","13","0","23","0","1","1","-0.2","-0.6","0","0","349875","-1","-1","15:41:25"
"TestNofixed","4904363469","Bob11","-1","0.4","0.8","365","-1","1","2","1","1","107","-1","4","8","6","13","0","12","0","1","1","-0.2","0.6","0","1","347379","-1","-1","15:41:25"
"TestNofixed","7398521007","Bob5","-1","0.4","0.2","407","-1","1","2","0","1","108","-1","4","2","2","10","1","33","0","1","1","-0.2","-0.6","0","0","349409","-1","-1","15:41:25"
"TestNofixed","4240055669","Bob9","-1","0.4","0.8","377","1","-1","2","1","1","107","-1","4","8","9","2","0","36","0","1","1","-0.2","0.6","0","1","347962","-1","-1","15:41:25"
"TestNofixed","8587025972","Bob7","-1","0.4","0.2","432","-1","1","2","0","1","108","-1","4","2","6","10","1","13","0","1","1","-0.2","-0.6","0","0","350729","-1","-1","15:41:26"
"TestNofixed","6218856862","Bob3","-1","0.4","0.2","364","1","-1","1","1","1","108","-1","4","2","7","11","1","23","0","1","1","-0.2","-0.6","0","1","350857","-1","-1","15:41:26"
"TestNofixed","771722951","Bob18","-1","0.4","0.2","398","-1","-1","1","1","1","108","-1","4","2","4","9","1","17","0","1","1","-0.2","-0.6","0","1","350178","-1","-1","15:41:26"
"TestNofixed","2072445860","Bob6","-1","0.4","0.2","327","1","1","1","1","1","108","-1","4","2","8","14","0","7","0","1","1","-0.2","-0.6","0","0","349777","-1","-1","15:41:26"
"TestNofixed","4754079349","Bob14","-1","0.4","0.2","343","-1","-1","2","0","1","108","-1","4","2","13","5","1","25","0","1","1","-0.2","-0.6","0","0","349807","-1","-1","15:41:26"
"TestNofixed","8972180322","Bob1","-1","0.4","0.2","365","1","1","2","0","1","108","-1","4","2","8","16","1","5","0","1","1","-0.2","-0.6","0","0","349710","-1","-1","15:41:26"
"TestNofixed","4314484536","Bob13","-1","0.4","0.2","379","1","-1","1","1","1","108","-1","4","2","4","17","1","33","0","1","1","-0.2","-0.6","0","1","349511","-1","-1","15:41:26"
"TestNofixed","1706402100","Bob0","-1","0.4","0.2","467","-1","-1","1","1","1","108","-1","4","2","3","4","0","-1","0","1","1","-0.2","-0.6","0","0","350063","-1","-1","15:41:26"
"TestNofixed","6262625881","Bob16","-1","0.4","0.2","394","1","-1","1","1","1","108","-1","4","2","6","11","1","29","0","1","1","-0.2","-0.6","0","1","351025","-1","-1","15:41:27"
"TestNofixed","2366748491","Bob19","-1","0.4","0.2","429","-1","-1","1","1","1","108","-1","4","2","13","11","1","15","0","1","1","-0.2","-0.6","0","1","349357","-1","-1","15:41:27"
"TestNofixed","6830269375","Bob2","-1","0.4","0.2","439","-1","-1","2","0","1","108","-1","4","2","13","2","1","29","0","1","1","-0.2","-0.6","0","0","349134","-1","-1","15:41:27"
"TestNofixed","8251133315","Bob4","-1","0.4","0.2","427","-1","1","1","1","1","108","-1","4","2","7","14","1","27","0","1","1","-0.2","-0.6","0","1","349598","-1","-1","15:41:27"
"TestNofixed","1379523385","Bob15","-1","0.4","0.2","359","-1","-1","2","0","1","108","-1","4","2","5","2","0","13","0","1","1","-0.2","-0.6","0","1","349087","-1","-1","15:41:27"
"TestNofixed","9967949007","Bob17","-1","0.4","0.2","345","-1","-1","2","0","1","108","-1","4","2","16","12","1","-1","0","1","1","-0.2","-0.6","0","0","351440","-1","-1","15:41:27"
"TestNofixed","6362732726","Bob12","-1","0.4","0.2","325","-1","1","1","1","1","108","-1","4","2","12","16","0","17","0","1","1","-0.2","-0.6","0","0","350961","-1","-1","15:41:28"
"TestNofixed","3756240975","Bob10","-1","0.4","0.2","396","-1","-1","1","1","1","108","-1","4","2","7","5","0","21","0","1","1","-0.2","-0.6","0","0","350559","-1","-1","15:41:28"
"TestNofixed","9759079824","Bob8","-1","0.4","0.7","408","1","-1","2","1","1","109","-1","4","7","16","3","1","24","0","1","1","-0.2","0.4","0","0","353089","-1","-1","15:41:28"
"TestNofixed","4904363469","Bob11","-1","0.4","0.2","439","-1","-1","1","1","1","108","-1","4","2","13","15","0","11","0","1","1","-0.2","-0.6","0","0","350626","-1","-1","15:41:28"
"TestNofixed","7398521007","Bob5","-1","0.4","0.7","311","-1","-1","2","1","1","109","-1","4","7","2","9","1","32","0","1","1","-0.2","0.4","0","0","352548","-1","-1","15:41:28"
"TestNofixed","4240055669","Bob9","-1","0.4","0.2","418","-1","-1","1","1","1","108","-1","4","2","2","4","0","35","0","1","1","-0.2","-0.6","0","0","351194","-1","-1","15:41:28"
"TestNofixed","8587025972","Bob7","-1","0.4","0.7","411","-1","1","2","1","1","109","-1","4","7","17","6","0","12","0","1","1","-0.2","0.4","0","1","353952","-1","-1","15:41:29"
"TestNofixed","6218856862","Bob3","-1","0.4","0.7","425","-1","1","1","0","1","109","-1","4","7","14","11","1","22","0","1","1","-0.2","0.4","0","1","354092","-1","-1","15:41:29"
"TestNofixed","771722951","Bob18","-1","0.4","0.7","456","1","1","2","1","1","109","-1","4","7","8","9","0","18","0","1","1","-0.2","0.4","0","1","353442","-1","-1","15:41:29"
"TestNofixed","2072445860","Bob6","-1","0.4","0.7","348","-1","1","1","0","1","109","-1","4","7","8","2","0","6","0","1","1","-0.2","0.4","0","0","352931","-1","-1","15:41:29"
"TestNofixed","4754079349","Bob14","-1","0.4","0.7","340","1","-1","2","1","1","109","-1","4","7","7","13","0","26","0","1","1","-0.2","0.4","0","1","352958","-1","-1","15:41:29"
"TestNofixed","1706402100","Bob0","-1","0.4","0.7","430","1","-1","2","1","1","109","-1","4","7","3","2","1","0","0","1","1","-0.2","0.4","0","0","353301","-1","-1","15:41:30"
"TestNofixed","4314484536","Bob13","-1","0.4","0.7","478","-1","-1","2","1","1","109","-1","4","7","7","17","0","32","0","1","1","-0.2","0.4","0","1","352801","-1","-1","15:41:30"
"TestNofixed","8972180322","Bob1","-1","0.4","0.7","697","1","1","2","1","1","109","-1","4","7","3","8","0","6","0","1","1","-0.2","0.4","0","1","353218","-1","-1","15:41:30"
"TestNofixed","6262625881","Bob16","-1","0.4","0.7","406","-1","-1","2","1","1","109","-1","4","7","12","11","0","28","0","1","1","-0.2","0.4","0","1","354239","-1","-1","15:41:30"
"TestNofixed","2366748491","Bob19","-1","0.4","0.7","381","1","1","2","1","1","109","-1","4","7","10","11","0","16","0","1","1","-0.2","0.4","0","1","352548","-1","-1","15:41:30"
"TestNofixed","6830269375","Bob2","-1","0.4","0.7","358","-1","-1","2","1","1","109","-1","4","7","11","13","0","28","0","1","1","-0.2","0.4","0","1","352298","-1","-1","15:41:30"
"TestNofixed","8251133315","Bob4","-1","0.4","0.7","375","1","-1","2","1","1","109","-1","4","7","14","2","1","28","0","1","1","-0.2","0.4","0","0","352782","-1","-1","15:41:30"
"TestNofixed","1379523385","Bob15","-1","0.4","0.7","390","1","1","2","1","1","109","-1","4","7","10","2","0","14","0","1","1","-0.2","0.4","0","1","352284","-1","-1","15:41:31"
"TestNofixed","9967949007","Bob17","-1","0.4","0.7","350","-1","-1","2","1","1","109","-1","4","7","5","16","0","-2","0","1","1","-0.2","0.4","0","1","354595","-1","-1","15:41:31"
"TestNofixed","6362732726","Bob12","-1","0.4","0.7","374","1","1","2","1","1","109","-1","4","7","12","6","1","18","0","1","1","-0.2","0.4","0","0","354160","-1","-1","15:41:31"
"TestNofixed","3756240975","Bob10","-1","0.4","0.7","410","1","-1","2","1","1","109","-1","4","7","7","12","1","22","0","1","1","-0.2","0.4","0","0","353774","-1","-1","15:41:31"
"TestNofixed","9759079824","Bob8","-1","0.4","0.3","440","1","1","2","0","1","110","-1","4","3","14","16","0","25","0","1","1","-0.2","-0.4","0","1","356335","-1","-1","15:41:31"
"TestNofixed","4904363469","Bob11","-1","0.4","0.7","456","-1","-1","2","1","1","109","-1","4","7","14","13","0","10","0","1","1","-0.2","0.4","0","1","353893","-1","-1","15:41:31"
"TestNofixed","7398521007","Bob5","-1","0.4","0.3","393","-1","-1","2","0","1","110","-1","4","3","2","15","1","31","0","1","1","-0.2","-0.4","0","0","355753","-1","-1","15:41:32"
"TestNofixed","4240055669","Bob9","-1","0.4","0.7","406","-1","-1","2","1","1","109","-1","4","7","2","11","1","34","0","1","1","-0.2","0.4","0","0","354411","-1","-1","15:41:32"
"TestNofixed","8587025972","Bob7","-1","0.4","0.3","435","1","1","1","1","1","110","-1","4","3","6","15","0","13","0","1","1","-0.2","-0.4","0","0","357205","-1","-1","15:41:32"
"TestNofixed","6218856862","Bob3","-1","0.4","0.3","420","1","-1","2","0","1","110","-1","4","3","11","6","1","23","0","1","1","-0.2","-0.4","0","0","357320","-1","-1","15:41:32"
"TestNofixed","771722951","Bob18","-1","0.4","0.3","425","1","-1","1","1","1","110","-1","4","3","13","9","1","19","0","1","1","-0.2","-0.4","0","1","356676","-1","-1","15:41:32"
"TestNofixed","2072445860","Bob6","-1","0.4","0.3","360","-1","1","1","1","1","110","-1","4","3","6","8","1","5","0","1","1","-0.2","-0.4","0","1","356099","-1","-1","15:41:32"
"TestNofixed","4754079349","Bob14","-1","0.4","0.3","391","-1","-1","1","1","1","110","-1","4","3","16","13","1","25","0","1","1","-0.2","-0.4","0","1","356157","-1","-1","15:41:32"
"TestNofixed","1706402100","Bob0","-1","0.4","0.3","365","-1","-1","2","0","1","110","-1","4","3","3","7","1","-1","0","1","1","-0.2","-0.4","0","0","356473","-1","-1","15:41:33"
"TestNofixed","4314484536","Bob13","-1","0.4","0.3","333","-1","-1","1","1","1","110","-1","4","3","17","9","0","31","0","1","1","-0.2","-0.4","0","0","355948","-1","-1","15:41:33"
"TestNofixed","8972180322","Bob1","-1","0.4","0.3","405","-1","-1","2","0","1","110","-1","4","3","5","8","0","5","0","1","1","-0.2","-0.4","0","1","356431","-1","-1","15:41:33"
"TestNofixed","6262625881","Bob16","-1","0.4","0.3","342","-1","-1","1","1","1","110","-1","4","3","11","7","0","27","0","1","1","-0.2","-0.4","0","0","357397","-1","-1","15:41:33"
"TestNofixed","2366748491","Bob19","-1","0.4","0.3","366","-1","-1","2","0","1","110","-1","4","3","2","11","0","15","0","1","1","-0.2","-0.4","0","1","355721","-1","-1","15:41:33"
"TestNofixed","6830269375","Bob2","-1","0.4","0.3","391","1","-1","1","1","1","110","-1","4","3","15","13","1","29","0","1","1","-0.2","-0.4","0","1","355500","-1","-1","15:41:34"
"TestNofixed","8251133315","Bob4","-1","0.4","0.3","416","-1","-1","2","0","1","110","-1","4","3","3","14","0","27","0","1","1","-0.2","-0.4","0","1","356010","-1","-1","15:41:34"
"TestNofixed","1379523385","Bob15","-1","0.4","0.3","349","-1","1","1","1","1","110","-1","4","3","11","2","1","13","0","1","1","-0.2","-0.4","0","1","355439","-1","-1","15:41:34"
"TestNofixed","9967949007","Bob17","-1","0.4","0.3","356","-1","-1","2","0","1","110","-1","4","3","2","16","0","-3","0","1","1","-0.2","-0.4","0","1","357763","-1","-1","15:41:34"
"TestNofixed","6362732726","Bob12","-1","0.4","0.3","406","-1","-1","2","0","1","110","-1","4","3","11","12","0","17","0","1","1","-0.2","-0.4","0","1","357375","-1","-1","15:41:34"
"TestNofixed","3756240975","Bob10","-1","0.4","0.3","350","1","1","1","1","1","110","-1","4","3","11","7","1","23","0","1","1","-0.2","-0.4","0","1","356932","-1","-1","15:41:34"
"TestNofixed","9759079824","Bob8","-1","0.4","0.6","396","-1","1","2","1","1","111","-1","4","6","8","16","0","24","0","1","1","-0.2","0.2","0","1","359539","-1","-1","15:41:34"
"TestNofixed","4904363469","Bob11","-1","0.4","0.3","414","-1","1","2","0","1","110","-1","4","3","11","13","0","9","0","1","1","-0.2","-0.4","0","1","357112","-1","-1","15:41:35"
"TestNofixed","7398521007","Bob5","-1","0.4","0.6","437","-1","-1","2","1","1","111","-1","4","6","16","2","0","30","0","1","1","-0.2","0.2","0","1","358995","-1","-1","15:41:35"
"TestNofixed","4240055669","Bob9","-1","0.4","0.3","400","-1","-1","2","0","1","110","-1","4","3","6","2","0","33","0","1","1","-0.2","-0.4","0","1","357617","-1","-1","15:41:35"
"TestNofixed","6218856862","Bob3","-1","0.4","0.6","404","-1","1","2","1","1","111","-1","4","6","11","4","1","22","0","1","1","-0.2","0.2","0","0","360533","-1","-1","15:41:35"
"TestNofixed","8587025972","Bob7","-1","0.4","0.6","401","-1","-1","2","1","1","111","-1","4","6","11","6","0","12","0","1","1","-0.2","0.2","0","1","360417","-1","-1","15:41:35"
"TestNofixed","2072445860","Bob6","-1","0.4","0.6","385","-1","1","2","1","1","111","-1","4","6","10","8","0","4","0","1","1","-0.2","0.2","0","1","359303","-1","-1","15:41:35"
"TestNofixed","771722951","Bob18","-1","0.4","0.6","397","-1","1","2","1","1","111","-1","4","6","10","9","0","18","0","1","1","-0.2","0.2","0","1","359881","-1","-1","15:41:35"
"TestNofixed","4754079349","Bob14","-1","0.4","0.6","416","-1","-1","1","0","1","111","-1","4","6","4","13","1","24","0","1","1","-0.2","0.2","0","1","359380","-1","-1","15:41:36"
"TestNofixed","1706402100","Bob0","-1","0.4","0.6","385","-1","-1","1","0","1","111","-1","4","6","3","14","0","-2","0","1","1","-0.2","0.2","0","0","359675","-1","-1","15:41:36"
"TestNofixed","4314484536","Bob13","-1","0.4","0.6","469","-1","-1","2","1","1","111","-1","4","6","17","3","1","30","0","1","1","-0.2","0.2","0","0","359224","-1","-1","15:41:36"
"TestNofixed","8972180322","Bob1","-1","0.4","0.6","458","-1","1","1","0","1","111","-1","4","6","11","8","1","4","0","1","1","-0.2","0.2","0","1","359704","-1","-1","15:41:36"
"TestNofixed","6262625881","Bob16","-1","0.4","0.6","373","1","1","2","1","1","111","-1","4","6","11","5","1","28","0","1","1","-0.2","0.2","0","0","360575","-1","-1","15:41:36"
"TestNofixed","2366748491","Bob19","-1","0.4","0.6","326","1","-1","2","1","1","111","-1","4","6","11","5","1","16","0","1","1","-0.2","0.2","0","0","358862","-1","-1","15:41:36"
"TestNofixed","6830269375","Bob2","-1","0.4","0.6","360","-1","1","1","0","1","111","-1","4","6","13","9","0","28","0","1","1","-0.2","0.2","0","0","358676","-1","-1","15:41:37"
"TestNofixed","8251133315","Bob4","-1","0.4","0.6","382","-1","-1","2","1","1","111","-1","4","6","14","12","1","26","0","1","1","-0.2","0.2","0","0","359200","-1","-1","15:41:37"
"TestNofixed","1379523385","Bob15","-1","0.4","0.6","362","-1","1","1","0","1","111","-1","4","6","2","7","0","12","0","1","1","-0.2","0.2","0","0","358607","-1","-1","15:41:37"
"TestNofixed","9967949007","Bob17","-1","0.4","0.6","359","1","1","2","1","1","111","-1","4","6","16","8","1","-2","0","1","1","-0.2","0.2","0","0","360928","-1","-1","15:41:37"
"TestNofixed","6362732726","Bob12","-1","0.4","0.6","405","1","1","1","0","1","111","-1","4","6","12","9","0","18","0","1","1","-0.2","0.2","0","0","360586","-1","-1","15:41:37"
"TestNofixed","3756240975","Bob10","-1","0.4","0.6","374","1","-1","2","1","1","111","-1","4","6","3","7","0","24","0","1","1","-0.2","0.2","0","1","360117","-1","-1","15:41:37"
"TestNofixed","4904363469","Bob11","-1","0.4","0.6","382","1","-1","1","0","1","111","-1","4","6","17","13","1","10","0","1","1","-0.2","0.2","0","1","360306","-1","-1","15:41:38"
"TestNofixed","4240055669","Bob9","-1","0.4","0.6","413","-1","-1","2","1","1","111","-1","4","6","5","2","0","32","0","1","1","-0.2","0.2","0","1","360843","-1","-1","15:41:38"
"TestNofixed","9759079824","Bob8","0","0.9","0","227","1","-1","1","1","1","0","-1","9","0","-1","17","1","25","0","1","0","0.8","-1","0","1","364222","-1","-1","15:41:39"
"TestNofixed","7398521007","Bob5","0","0.9","0","123","1","-1","1","1","1","0","-1","9","0","17","-1","0","31","0","1","0","0.8","-1","0","0","363520","-1","-1","15:41:39"
"TestNofixed","4314484536","Bob13","0","0.9","0","102","1","-1","1","1","1","0","-1","9","0","-1","10","1","31","0","1","0","0.8","-1","0","1","362595","-1","-1","15:41:39"
"TestNofixed","6218856862","Bob3","0","0.9","0","329","1","-1","1","1","1","0","-1","9","0","-1","3","1","23","0","1","0","0.8","-1","0","1","365378","-1","-1","15:41:40"
"TestNofixed","771722951","Bob18","0","0.9","0","328","1","-1","1","1","1","0","-1","9","0","16","-1","0","19","0","1","0","0.8","-1","0","0","364822","-1","-1","15:41:40"
"TestNofixed","2072445860","Bob6","0","0.9","0","343","1","-1","1","1","1","0","-1","9","0","-1","11","1","5","0","1","0","0.8","-1","0","1","364319","-1","-1","15:41:40"
"TestNofixed","8587025972","Bob7","0","0.9","0","402","1","-1","1","1","1","0","-1","9","0","-1","8","1","13","0","1","0","0.8","-1","0","1","365525","-1","-1","15:41:40"
"TestNofixed","4754079349","Bob14","0","0.9","0","320","1","-1","1","1","1","0","-1","9","0","8","-1","0","25","0","1","0","0.8","-1","0","0","364251","-1","-1","15:41:40"
"TestNofixed","1706402100","Bob0","0","0.9","0","438","1","-1","1","1","1","0","-1","9","0","-1","6","1","-1","0","1","0","0.8","-1","0","1","364824","-1","-1","15:41:41"
"TestNofixed","6262625881","Bob16","0","0.9","0","564","1","-1","1","1","1","0","-1","9","0","14","-1","0","29","0","1","0","0.8","-1","0","0","365624","-1","-1","15:41:41"
"TestNofixed","2366748491","Bob19","0","0.9","0","481","1","-1","1","1","1","0","-1","9","0","-1","6","1","17","0","1","0","0.8","-1","0","1","363884","-1","-1","15:41:41"
"TestNofixed","8972180322","Bob1","0","0.9","0","660","1","-1","1","1","1","0","-1","9","0","6","-1","0","5","0","1","0","0.8","-1","0","0","364972","-1","-1","15:41:42"
"TestNofixed","6830269375","Bob2","0","0.9","0","258","1","-1","1","1","1","0","-1","9","0","7","-1","0","29","0","1","0","0.8","-1","0","0","363534","-1","-1","15:41:42"
"TestNofixed","8251133315","Bob4","0","0.9","0","297","1","-1","1","1","1","0","-1","9","0","11","-1","0","27","0","1","0","0.8","-1","0","0","364028","-1","-1","15:41:42"
"TestNofixed","1379523385","Bob15","0","0.9","0","207","-1","-1","1","1","1","0","-1","9","0","-1","3","1","11","0","1","0","0.8","-1","0","1","363554","-1","-1","15:41:42"
"TestNofixed","9967949007","Bob17","0","0.9","0","240","1","-1","1","1","1","0","-1","9","0","-1","13","1","-1","0","1","0","0.8","-1","0","1","365906","-1","-1","15:41:42"
"TestNofixed","6362732726","Bob12","0","0.9","0","287","1","-1","1","1","1","0","-1","9","0","-1","3","1","19","0","1","0","0.8","-1","0","1","365432","-1","-1","15:41:42"
"TestNofixed","9759079824","Bob8","0","0.9","0.1","1375","1","-1","1","1","1","1","-1","9","1","-0.8","17","1","26","0","1","0","0.8","-0.8","0","1","367503","-1","-1","15:41:42"
"TestNofixed","3756240975","Bob10","0","0.9","0","358","-1","-1","1","1","1","0","-1","9","0","17","-1","0","23","0","1","0","0.8","-1","0","0","365097","-1","-1","15:41:42"
"TestNofixed","7398521007","Bob5","0","0.9","0.1","1313","1","-1","1","1","1","1","-1","9","1","-0.8","17","1","32","0","1","0","0.8","-0.8","0","1","366738","-1","-1","15:41:42"
"TestNofixed","4314484536","Bob13","0","0.9","0.1","1453","1","-1","1","1","1","1","-1","9","1","10","-0.8","0","32","0","1","0","0.8","-0.8","0","0","365966","-1","-1","15:41:43"
"TestNofixed","4904363469","Bob11","0","0.9","0","338","-1","-1","1","1","1","0","-1","9","0","4","-1","0","9","0","1","0","0.8","-1","0","0","365442","-1","-1","15:41:43"
"TestNofixed","4240055669","Bob9","0","0.9","0","230","1","-1","1","1","1","0","-1","9","0","15","-1","0","33","0","1","0","0.8","-1","0","0","366038","-1","-1","15:41:43"
"TestNofixed","6218856862","Bob3","0","0.9","0.1","1533","1","-1","1","1","1","1","-1","9","1","-0.8","3","1","24","0","1","0","0.8","-0.8","0","1","368817","-1","-1","15:41:44"
"TestNofixed","2072445860","Bob6","0","0.9","0.1","1409","1","-1","1","1","1","1","-1","9","1","-0.8","11","1","6","0","1","0","0.8","-0.8","0","1","367638","-1","-1","15:41:44"
"TestNofixed","771722951","Bob18","0","0.9","0.1","1485","1","-1","1","1","1","1","-1","9","1","16","-0.8","0","20","0","1","0","0.8","-0.8","0","0","368216","-1","-1","15:41:44"
"TestNofixed","4754079349","Bob14","0","0.9","0.1","1533","1","-1","1","1","1","1","-1","9","1","-0.8","8","1","26","0","1","0","0.8","-0.8","0","1","367698","-1","-1","15:41:44"
"TestNofixed","8587025972","Bob7","0","0.9","0.1","1573","1","-1","1","1","1","1","-1","9","1","8","-0.8","0","14","0","1","0","0.8","-0.8","0","0","369019","-1","-1","15:41:44"
"TestNofixed","1706402100","Bob0","0","0.9","0.1","1463","-1","-1","1","1","1","1","-1","9","1","-0.8","6","1","-2","0","1","0","0.8","-0.8","0","1","368211","-1","-1","15:41:44"
"TestNofixed","2366748491","Bob19","0","0.9","0.1","1369","1","-1","1","1","1","1","-1","9","1","-0.8","6","1","18","0","1","0","0.8","-0.8","0","1","367171","-1","-1","15:41:45"
"TestNofixed","6262625881","Bob16","0","0.9","0.1","1457","1","-1","1","1","1","1","-1","9","1","-0.8","14","1","30","0","1","0","0.8","-0.8","0","1","368997","-1","-1","15:41:45"
"TestNofixed","6830269375","Bob2","0","0.9","0.1","1394","1","-1","1","1","1","1","-1","9","1","-0.8","7","1","30","0","1","0","0.8","-0.8","0","1","366837","-1","-1","15:41:45"
"TestNofixed","8251133315","Bob4","0","0.9","0.1","1346","-1","-1","1","1","1","1","-1","9","1","-0.8","11","1","26","0","1","0","0.8","-0.8","0","1","367304","-1","-1","15:41:45"
"TestNofixed","8972180322","Bob1","0","0.9","0.1","1480","-1","-1","1","1","1","1","-1","9","1","-0.8","6","1","4","0","1","0","0.8","-0.8","0","1","368380","-1","-1","15:41:45"
"TestNofixed","1379523385","Bob15","0","0.9","0.1","1385","-1","-1","1","1","1","1","-1","9","1","3","-0.8","0","10","0","1","0","0.8","-0.8","0","0","366845","-1","-1","15:41:45"
"TestNofixed","9967949007","Bob17","0","0.9","0.1","1423","1","-1","1","1","1","1","-1","9","1","-0.8","13","1","0","0","1","0","0.8","-0.8","0","1","369235","-1","-1","15:41:45"
"TestNofixed","6362732726","Bob12","0","0.9","0.1","1410","1","-1","1","1","1","1","-1","9","1","-0.8","3","1","20","0","1","0","0.8","-0.8","0","1","368752","-1","-1","15:41:46"
"TestNofixed","9759079824","Bob8","0","0.9","0.2","1426","1","-1","1","1","1","2","-1","9","2","17","-0.6","0","27","0","1","0","0.8","-0.6","0","0","370854","-1","-1","15:41:46"
"TestNofixed","3756240975","Bob10","0","0.9","0.1","1503","1","-1","1","1","1","1","-1","9","1","17","-0.8","0","24","0","1","0","0.8","-0.8","0","0","368525","-1","-1","15:41:46"
"TestNofixed","7398521007","Bob5","0","0.9","0.2","1528","-1","-1","1","1","1","2","-1","9","2","-0.6","17","1","31","0","1","0","0.8","-0.6","0","1","370187","-1","-1","15:41:46"
"TestNofixed","4314484536","Bob13","0","0.9","0.2","1385","1","-1","1","1","1","2","-1","9","2","-0.6","10","1","33","0","1","0","0.8","-0.6","0","1","369285","-1","-1","15:41:46"
"TestNofixed","4904363469","Bob11","0","0.9","0.1","1482","1","-1","1","1","1","1","-1","9","1","4","-0.8","0","10","0","1","0","0.8","-0.8","0","0","368835","-1","-1","15:41:46"
"TestNofixed","4240055669","Bob9","0","0.9","0.1","1331","1","-1","1","1","1","1","-1","9","1","15","-0.8","0","34","0","1","0","0.8","-0.8","0","0","369275","-1","-1","15:41:47"
"TestNofixed","2072445860","Bob6","0","0.7","0.1","1332","1","-1","1","1","1","2","-1","7","1","0.4","-0.8","0","7","0","0","0","0.4","-0.8","1","0","370891","-1","-1","15:41:47"
"TestNofixed","6218856862","Bob3","0","0.9","0.2","1563","1","-1","1","1","1","2","-1","9","2","-0.6","3","1","25","0","1","0","0.8","-0.6","0","1","372293","-1","-1","15:41:47"
"TestNofixed","771722951","Bob18","0","0.9","0.2","1516","1","-1","1","1","1","2","-1","9","2","-0.6","16","1","21","0","1","0","0.8","-0.6","0","1","371640","-1","-1","15:41:47"
"TestNofixed","4754079349","Bob14","0","0.9","0.2","1436","1","-1","1","1","1","2","-1","9","2","-0.6","8","1","27","0","1","0","0.8","-0.6","0","1","371052","-1","-1","15:41:47"
"TestNofixed","8587025972","Bob7","0","0.9","0.2","1539","1","1","1","1","1","2","-1","9","2","8","-0.6","0","15","0","1","0","0.8","-0.6","0","0","372478","-1","-1","15:41:47"
"TestNofixed","1706402100","Bob0","0","0.9","0.2","1349","1","-1","1","1","1","2","-1","9","2","6","-0.6","0","-1","0","1","0","0.8","-0.6","0","0","371475","-1","-1","15:41:48"
"TestNofixed","2366748491","Bob19","0","0.9","0.2","1325","1","-1","1","1","1","2","-1","9","2","6","-0.6","0","19","0","1","0","0.8","-0.6","0","0","370406","-1","-1","15:41:48"
"TestNofixed","6262625881","Bob16","0","0.9","0.2","1280","-1","-1","1","1","1","2","-1","9","2","14","-0.6","0","29","0","1","0","0.8","-0.6","0","0","372197","-1","-1","15:41:48"
"TestNofixed","6830269375","Bob2","0","0.9","0.2","1470","1","1","1","1","1","2","-1","9","2","7","-0.6","0","31","0","1","0","0.8","-0.6","0","0","370232","-1","-1","15:41:48"
"TestNofixed","8972180322","Bob1","0","0.9","0.2","1461","1","-1","1","1","1","2","-1","9","2","-0.6","6","1","5","0","1","0","0.8","-0.6","0","1","371756","-1","-1","15:41:48"
"TestNofixed","8251133315","Bob4","0","0.9","0.2","1504","1","-1","1","1","1","2","-1","9","2","11","-0.6","0","27","0","1","0","0.8","-0.6","0","0","370713","-1","-1","15:41:48"
